Start,End
0:0,0:3,Sad/Fear: 4.6%,Neutral: 1.2%,Happy: 90.1%,Angry: 0.1%,Surprise/Disgust: 3.9%
0:3,0:6,Sad/Fear: 0.2%,Neutral: 0.1%,Happy: 99.7%,Angry: 0.0%,Surprise/Disgust: 0.0%
