Start,End
0:0,0:3,Sad/Fear: 3.8%,Neutral: 0.1%,Happy: 3.5%,Angry: 75.6%,Surprise/Disgust: 17.1%
0:3,0:6,Sad/Fear: 18.7%,Neutral: 0.0%,Happy: 0.6%,Angry: 3.1%,Surprise/Disgust: 77.6%
