Start,End
0:0,0:3,Sad/Fear: 0.1%,Neutral: 0.1%,Happy: 23.4%,Angry: 75.1%,Surprise/Disgust: 1.3%
0:3,0:7,Sad/Fear: 0.0%,Neutral: 0.0%,Happy: 100.0%,Angry: 0.0%,Surprise/Disgust: 0.0%
